,accn,taxon,species,genome_size_(mb),num_genes,GC_ratio,5'_gc_ratio,3'_gc_ratio,mid_gc_ratio,gc3_ratio,5'_gc3_ratio,3'_gc3_ratio,mid_gc3_ratio,num_trna,trna_GC_ratio,num_rrna,rrna_GC_ratio,fp_stab,tp_stab,mid_stab,temp,predictedoptimumtemp
197,CP006734,Bacteria,Leifsonia_xyli_subsp._cynodontis_DSM_46306,2.686418,2470,0.6899023333059705,0.6486392262708052,0.6575798470535312,0.6879217273954116,0.8779776190734581,0.8320175438596491,0.7697368421052632,0.8771255060728745,37,0.6124869201255668,1,0.5673807878369039,-7.83161943319839,-9.295991902834016,-9.89558704453442,na,36.57
198,AP009380,Bacteria,Porphyromonas_gingivalis_ATCC_33277,2.354886,2090,0.494096818974211,0.4119617224880382,0.4341972355130249,0.4953216374269006,0.5490882999104943,0.4959728867623604,0.4766347687400319,0.5474880382775119,41,0.5510914267636824,8,0.5241249861985204,-3.424306220095694,-4.298229665071778,-5.409425837320571,na,56.56
199,AP012554,Bacteria,Candidatus_Pantoea_carbekii,1.151074,825,0.3429219121121236,0.315050505050505,0.2904377104377104,0.344983164983165,0.2075763654077597,0.2803030303030303,0.215050505050505,0.2096969696969697,27,0.5473887814313346,3,0.5018563005022931,-2.569212121212121,-2.403030303030306,-3.328121212121213,na,45.31
200,AE017282,Bacteria,Methylococcus_capsulatus_str._Bath,3.304561,2959,0.6395636011297003,0.5661259434493635,0.6023900717209267,0.6406443618339529,0.8007197983103211,0.7186549509969584,0.683536104539822,0.8060155457924975,33,0.6049618320610687,3,0.5582761998041136,-5.973099019939175,-8.14153430212911,-8.85471443055086,na,43.97
201,CP000910,Bacteria,Renibacterium_salmoninarum_ATCC_33209,3.15525,3507,0.5660671802315076,0.534827171054716,0.5442527643126446,0.5654722301428888,0.6068545013056644,0.6001805911985553,0.5691949434464405,0.6011073091911415,37,0.5994417306350314,2,0.6475409836065574,-5.949843170801264,-6.878186484174488,-7.293954947248347,na,23.43
202,CP006597,Bacteria,Listeria_monocytogenes,3.094342,3059,0.3845275841126994,0.3259053430678145,0.3329247030620028,0.3895245359776252,0.3038363719229294,0.3172333006429116,0.2820093712542225,0.3066906396425847,15,0.5776614310645725,5,0.536188369152971,-2.200163452108533,-2.5859431186662376,-3.5652500817260604,na,33.11
203,CP003280,Bacteria,Aequorivita_sublithincola_DSM_14238,3.520671,3133,0.3689783982179065,0.3113008476079015,0.3131627478100507,0.3682217966450332,0.3071111549840571,0.3414990956484732,0.2925577189062666,0.3018938184913288,27,0.5515439429928741,2,0.5173144876325089,-1.6814554739865963,-2.616980529843604,-3.359272263006707,na,21.0
204,CP007447,Bacteria,Staphylococcus_aureus,3.052055,2992,0.3348194119610458,0.2997066250742721,0.2921958556149732,0.3343917112299465,0.2270952234366393,0.2794953208556149,0.2348484848484848,0.22863747771836,11,0.5860409145607701,5,0.5110294117647058,-2.165073529411763,-2.233556149732619,-2.9756350267379656,na,33.43
205,CP007152,Bacteria,Marinobacter_salarius,4.616532,3120,0.5727317481589921,0.5048789173789173,0.5359597578347578,0.5754540598290598,0.6734323193105164,0.6116720085470085,0.5972222222222222,0.6773504273504274,31,0.6071428571428571,1,0.5499351491569391,-4.760737179487185,-6.608333333333329,-7.3892948717948785,na,32.26
206,CP000414,Bacteria,Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293,2.038396,1970,0.3831433430199837,0.3225324309080654,0.3387760857304004,0.3839396503102087,0.3017028432841903,0.3022842639593908,0.291243654822335,0.2998307952622673,29,0.5617117117117117,4,0.5158730158730159,-2.242081218274109,-3.025583756345176,-3.8522842639593966,na,31.01
207,CP006939,Bacteria,Salinispira_pacifica,3.782798,3397,0.5230396327405291,0.4440192326562653,0.4868429660157655,0.5244415006705263,0.5826598280667686,0.5166323226376214,0.5234520655480326,0.5835541163771956,31,0.5933786078098472,4,0.5134735458429182,-4.0507212246099575,-5.771828083603178,-6.235030909626143,na,45.77
208,BA000026,Bacteria,Mycoplasma_penetrans_HF-2,1.358633,183,0.2623842945783745,0.2337583485124468,0.2404371584699453,0.2707953855494839,0.1370765944461397,0.2181238615664845,0.1602914389799635,0.1275045537340619,12,0.49785867237687365,1,0.4642365887207703,-1.5448087431693984,-1.816939890710381,-2.598907103825133,na,28.91
209,FP929032,Bacteria,Alistipes_shahii_WAL_8301,3.763317,2558,0.589506083944416,0.4637086265311441,0.4841238815046477,0.5900660238033185,0.7727129764572377,0.6205043002345583,0.6011206671879072,0.7721201459473547,37,0.5563306592256715,1,0.5267857142857143,-3.962509773260356,-5.247341673182174,-7.585731039874903,na,37.84
210,CP007451,Bacteria,Draconibacterium_orientale,5.132075,3835,0.4227038139912746,0.3305302042590178,0.3531363175430972,0.4232073011734029,0.42155079279046,0.3705780095610604,0.3575184702303346,0.4249891351586267,34,0.5581831831831832,2,0.545045045045045,-2.138722294654494,-3.2227640156453754,-4.176297262059966,na,37.42
211,CP003557,Bacteria,Melioribacter_roseus_P3M-2,3.300414,2840,0.4188842827520213,0.3313184663536776,0.3352895148669796,0.4250097809076682,0.4465019986461581,0.3998826291079812,0.3514964788732394,0.4523767605633803,33,0.5931221020092736,1,0.5470085470085471,-2.4094014084507056,-2.784577464788736,-4.160774647887328,55.0,49.29
212,CP001643,Bacteria,Brachybacterium_faecium_DSM_4810,3.614992,3062,0.7210413718422539,0.6801019667610131,0.7054303650482618,0.7208523840627041,0.9408661805382814,0.8692303505334205,0.8341225778358371,0.946984541693882,39,0.621515250901935,3,0.5786061588330632,-7.037067276290009,-10.59451338994123,-10.97139124755062,na,31.07
213,CP001706,Bacteria,Jonesia_denitrificans_DSM_20603,2.749646,2511,0.5853356543961699,0.5588853489092438,0.5658878711447409,0.5858555688304792,0.6313028077177362,0.6259790256206027,0.5953139519447763,0.6326496747643701,41,0.6051298290056998,6,0.5704182663164276,-5.355675029868572,-6.609518120270789,-6.991676622859419,na,38.81
214,AP012057,Bacteria,Ilumatobacter_coccineus_YM16-304,4.830181,4288,0.6746603776150238,0.6203228648424544,0.6530952010779436,0.6754832607794361,0.8594297994863287,0.779345460199005,0.7699782338308457,0.865166355721393,39,0.6083251392985907,2,0.5653235653235653,-6.734794776119405,-8.57590951492536,-9.62320429104474,na,27.17
215,AP007255,Bacteria,Magnetospirillum_magneticum_AMB-1,4.967148,4548,0.6612189741930548,0.5961961301671064,0.619191586045148,0.6614934525554579,0.8498165206113583,0.7670771034887129,0.7401971562591615,0.8522244209909118,na,na,4,0.553763440860215,-6.684190853122251,-8.748768689533822,-9.518821459982432,na,28.53
216,CP002038,Bacteria,Dickeya_dadantii_3937,4.922802,4538,0.576040557538983,0.4724731893638901,0.5182532686939915,0.57543705009549,0.6915502222435755,0.5572021448508888,0.5708461877479065,0.6842955780813869,44,0.5886956521739131,7,0.5589767156862745,-4.561392684001782,-6.433649184662859,-7.656566769501959,na,30.78
217,AP006628,Bacteria,Onion_yellows_phytoplasma_OY-M,0.853092,751,0.2907188418953437,0.2535508211273857,0.2473738718745376,0.2935345465305518,0.2018233001926633,0.2555481580115402,0.1830892143808255,0.2009542831779849,11,0.5113230035756854,4,0.4564772145417307,-1.630226364846869,-1.544340878828229,-1.84833555259654,na,43.43
218,CP001614,Bacteria,Teredinibacter_turnerae_T7901,5.193164,4253,0.5169432083741488,0.4463907829767223,0.4750306972855762,0.5158450244272017,0.5564422572222352,0.5060937377537424,0.5066031820675602,0.5542558194215848,28,0.5967957276368492,4,0.5352722772277227,-3.929908300023512,-5.376581236774046,-6.12334822478251,na,28.71
219,HG530068,Bacteria,Pseudomonas_aeruginosa_PA38182,7.586152,7199,0.6632510776777779,0.5959894121097066,0.6331627849547005,0.6687155623466222,0.8568364055040224,0.7804556188359494,0.739662916145761,0.8659536046673149,53,0.626355873528733,3,0.5429447852760736,-6.202055841089024,-9.046367551048702,-9.657216280038892,na,34.68
220,CP011301,Bacteria,Burkholderia_cepacia,6.419376,5508,0.6771624548274071,0.5905501089324618,0.6462267005567659,0.6799251593641572,0.8711992016698932,0.7568839264100702,0.757201646090535,0.8736080852093924,45,0.6059333893087042,5,0.5528208406584625,-5.913289760348563,-10.019753086419756,-10.613598402323875,na,32.14
221,CP000510,Bacteria,Psychromonas_ingrahamii_37,4.559598,3545,0.413359405093934,0.3426187118006582,0.3622237893747062,0.4137439272841247,0.3644203495287766,0.3500705218617772,0.3296426892336624,0.3561118946873531,35,0.5686556434219986,10,0.5207299270072993,-2.2971227080394945,-3.4640620592383646,-4.262454160789839,na,27.86
222,CP000140,Bacteria,Parabacteroides_distasonis_ATCC_8503,4.811379,3850,0.4601518976849245,0.3508946608946608,0.3731601731601731,0.4656565656565656,0.5202588960996349,0.4206060606060606,0.4037878787878788,0.5274891774891775,52,0.544618443947303,8,0.5411931818181818,-2.4839220779220814,-3.4808571428571464,-4.974883116883129,na,45.93
223,CP002690,Bacteria,Thermodesulfobium_narugense_DSM_14796,1.898865,1790,0.3432050159888131,0.302048417132216,0.3064400993171943,0.3445841092489137,0.2670323577309486,0.3009776536312849,0.2767225325884543,0.2666201117318436,35,0.6002159050017992,2,0.5474271543707377,-2.4498882681564247,-2.645027932960897,-3.253184357541901,na,60.4
224,CP008788,Bacteria,Klebsiella_oxytoca_KONIH1,6.15219,5540,0.5720896765030534,0.4652326514239872,0.5109005214600882,0.5775421179302046,0.6815056339779162,0.5496239470517449,0.5695697954271961,0.6865673886883273,44,0.5913018433179723,8,0.560794701986755,-4.093321299638995,-6.280144404332126,-7.605902527075809,na,35.48
225,AP011529,Bacteria,Deferribacter_desulfuricans_SSM1,2.234389,2114,0.3108765841912055,0.2703931462209608,0.2774098601913171,0.3144512771996215,0.2190789435571235,0.2675417849258908,0.2345080416272469,0.2188189845474613,28,0.6240842490842491,2,0.5952522255192878,-2.064758751182593,-2.141532639545883,-2.797161778618732,62.5,58.99
226,CP002106,Bacteria,Olsenella_uli_DSM_7084,2.051896,1738,0.6518459766398578,0.5824702723436901,0.6192622426799642,0.6538645953202915,0.8494641582130973,0.770138089758343,0.7866800920598389,0.8560126582278481,34,0.607931163486719,1,0.6695652173913044,-6.425776754890685,-8.496892980437257,-9.071173762945913,na,49.87
227,CP000750,Bacteria,Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149,4.761183,4480,0.7450423270320158,0.7154823908730159,0.7289310515873015,0.7444072420634921,0.9569427326540176,0.8927455357142857,0.8539620535714286,0.9620907738095238,38,0.6381756756756757,4,0.6551724137931034,-8.833794642857136,-11.517366071428562,-11.51924107142862,na,30.63
228,LN614827,Bacteria,Legionella_fallonii_LLAP-10,4.181563,3623,0.3861467136362466,0.341307081301561,0.3567945533167724,0.3870104578771429,0.3081458139156421,0.3392446407213175,0.3020057042966234,0.3042138191185942,32,0.6005620232838218,4,0.5324833029751063,-2.5687551752691142,-3.2520839083632325,-3.6592326800993664,na,35.4
229,AP012978,Bacteria,endosymbiont_of_unidentified_scaly_snail_isolate_Monju,2.597759,2295,0.6567788895635386,0.5795328007746309,0.620079883805374,0.6581820382473977,0.8384860860427913,0.7693536673928831,0.7217864923747277,0.8437908496732026,32,0.6073401736385162,1,0.5673333333333334,-5.936339869281051,-8.384357298474953,-9.274945533769078,na,47.7
230,CP002628,Bacteria,Coriobacterium_glomerans_PW2,2.115681,1764,0.6091501244905662,0.5337773998488284,0.5741528092718569,0.60873330813807,0.7478214829718084,0.6677059712773998,0.6671863189720333,0.7465986394557823,33,0.6088291746641075,2,0.7081545064377682,-5.709637188208614,-7.521825396825392,-8.193424036281174,na,43.26
231,CP000245,Bacteria,Ramlibacter_tataouinensis_TTB310,4.070193,3881,0.7036262570678916,0.6353316728220104,0.6748976495175928,0.7073706662085946,0.928969383767575,0.8394099458902344,0.814330499012282,0.9394700678519282,34,0.607366482504604,1,0.5677966101694916,-7.0856995619685765,-10.58595722751872,-11.046766297346062,na,43.54
232,CP003255,Bacteria,Thermobacillus_composti_KWC4,4.206343,3665,0.6168500014700385,0.5346596938002122,0.5653024101864483,0.6208049113233288,0.7949598679485402,0.6988176443838108,0.6535243292405639,0.8032514779445202,18,0.5945568736915562,5,0.5769868356899074,-6.021391541609838,-7.555579809004088,-8.684529331514337,50.0,46.08
233,CP002444,Bacteria,Thermovibrio_ammonificans_HB-1,1.682965,1708,0.5223834344104838,0.4718969555035129,0.4657819411917772,0.5285258912308093,0.639301662492834,0.5958723653395784,0.5429839968774395,0.6496389539422326,28,0.6758071649712517,3,0.6352797309691226,-5.057786885245901,-5.116627634660423,-6.22710772833724,na,82.21
234,CP000316,Bacteria,Polaromonas_sp._JS666,5.200264,4817,0.6315787172027599,0.5383479805319125,0.58660300325237,0.6328051115263073,0.7843419451541699,0.6682409521832399,0.6666493668258252,0.7879212511244896,36,0.5876180482686254,1,0.5353403141361257,-4.592734066846588,-7.954017023043375,-8.925700643554057,na,22.66
235,CP001854,Bacteria,Conexibacter_woesei_DSM_14684,6.359369,5900,0.7293449658621505,0.6752636534839924,0.70780131826742,0.7300094161958569,0.940691712829492,0.8642655367231639,0.8358898305084745,0.9483898305084746,41,0.6413461538461539,1,0.583984375,-8.442016949152574,-11.43477966101698,-11.780305084745724,na,38.34
236,CP002281,Bacteria,Ilyobacter_polytropus_DSM_2926,2.046464,1879,0.3539299164751368,0.2921175566199515,0.2987404647862338,0.3562621962036544,0.2813011022104646,0.3017562533262373,0.2700017739932588,0.2834397729288628,14,0.5818345323741008,5,0.5245695086098278,-2.093666844065991,-2.410697179350721,-3.335391165513566,na,52.97
237,AP010953,Bacteria,Escherichia_coli_O26:H11_str._11368,5.69724,5601,0.5178939296303657,0.4432343430736575,0.466900751849868,0.516316530778234,0.5552494173336465,0.4997917038624055,0.4822948283044694,0.5453639231089686,48,0.5871001850383294,7,0.5491727941176471,-4.017978932333509,-5.258043206570248,-6.182056775575784,na,34.17
238,CP000879,Bacteria,Petrotoga_mobilis_SJ95,2.169548,1893,0.3420398687046378,0.3037066384926923,0.3084169748195104,0.3466279274520162,0.285898710117945,0.3182778658214474,0.2748723366789928,0.2839848564888184,35,0.6008035062089117,2,0.5421836228287841,-2.3374537770734265,-2.409984152139464,-2.9707871104067625,59.0,64.51
239,AP013105,Bacteria,Adlercreutzia_equolifaciens_DSM_19450,2.862526,2281,0.6439758358215031,0.5562253397632617,0.5913342101417507,0.6473890593794145,0.8399446417155322,0.7274587169370159,0.7543109747186907,0.8393248575186322,37,0.60749914000688,2,0.635483870967742,-5.728627794826833,-7.724682156948715,-8.998728627794836,na,47.18
240,CP002452,Bacteria,Nitratifractor_salsuginis_DSM_16511,2.101285,2070,0.5509062322459604,0.45829307568438,0.4824476650563607,0.5586822329575952,0.6910539458559594,0.5902173913043478,0.563647342995169,0.7051932367149758,28,0.60619667714414,2,0.5548172757475083,-3.765217391304345,-5.316956521739142,-6.627391304347818,na,56.25
241,CP002901,Bacteria,Sulfobacillus_acidophilus_TPY,3.551206,3754,0.5715480581155882,0.526638252530634,0.5366349967442136,0.5738545551411828,0.6378898030836595,0.6139895222873379,0.5646421594743385,0.6388962884034808,25,0.6259464916708734,5,0.6579292267365662,-6.164304741608966,-6.617155034629736,-7.52674480554075,na,58.25
242,CP001100,Bacteria,Chloroherpeton_thalassium_ATCC_35110,3.293456,2709,0.4613600968297918,0.3822751322751322,0.3964460030351503,0.4642036831959312,0.4878137267376625,0.427525532176695,0.4070382675033838,0.4901870308847053,29,0.5737265415549598,1,0.5114864864864865,-3.007345884090068,-3.991509782207459,-5.157105943152455,na,42.03
243,AP010904,Bacteria,Desulfovibrio_magneticus_RS-1,5.248049,4629,0.6347207747133276,0.5584359472888313,0.5872098605410336,0.6305417536785003,0.7953407397629654,0.7036616979909268,0.7024195290559516,0.7920897242024916,40,0.6140240050536955,6,0.5589031821259309,-5.841974508533165,-7.885266796284271,-8.730762583711389,na,38.19
244,FO538765,Bacteria,Magnetospira_sp._QH-2,4.021307,3747,0.6011100043474118,0.5391053583607627,0.5615232927082406,0.6004359042789787,0.7305711477414194,0.6788764344809181,0.6471844141980251,0.7328307090116538,41,0.6184454040715608,2,0.5591108117211182,-5.208219909260754,-7.206805444355473,-7.889591673338675,na,34.84
245,CP007030,Bacteria,Thioalkalimicrobium_aerophilum_AL3,2.158359,2027,0.4637561968472463,0.4032231540864989,0.4212163569588335,0.4620950501562243,0.4407239112156618,0.421394507482322,0.3959463903963164,0.4345913501068903,25,0.57230454777721,2,0.5199034981905911,-3.0736063147508683,-4.439516526887023,-5.222693635915144,na,29.22
246,CP001737,Bacteria,Nakamurella_multipartita_DSM_44233,6.060298,5239,0.7122373445571436,0.6691745668172467,0.6932726771436449,0.7131980233717207,0.9145175362561848,0.8480626073678182,0.8059107972259337,0.9221066361264872,38,0.6376910016977929,2,0.5880398671096345,-8.562569192594017,-10.757854552395491,-11.21334224088564,na,33.41
247,AP009153,Bacteria,Gemmatimonas_aurantiaca_T-27,4.636964,3935,0.6449393012018976,0.6123394042072569,0.6293307920372724,0.6464563038260625,0.7700294797988239,0.7341168996188056,0.7102498941126641,0.7762177043625582,31,0.6151898734177215,1,0.6475409836065574,-7.053900889453636,-8.81695044472683,-9.362566709021603,30.0,36.19
248,HE999757,Bacteria,Carnobacterium_maltaromaticum_LMA28,3.650416,3581,0.352222072652449,0.3042446244065903,0.3119007725961091,0.3548589779391231,0.2438366569873656,0.2804384250209438,0.2507912128828074,0.2476729032858605,17,0.5468253968253968,13,0.5083835719668425,-2.132700363027088,-2.639151075118683,-3.3296006702038525,na,31.98
249,CP006949,Bacteria,Dehalococcoides_mccartyi_CG1,1.486678,1542,0.4780174154004257,0.4035703991929673,0.4327712926934717,0.4780047557284911,0.4866058320487411,0.4415801988759187,0.452388672719412,0.489461738002594,35,0.6065634218289085,2,0.5294482331060136,-3.4503891050583646,-4.604928664072633,-5.499675745784694,na,52.43
250,AP014624,Bacteria,Chryseobacterium_sp._StRB126,5.503743,4828,0.3671719471008393,0.3116830065359477,0.3048018503175918,0.3679174721531805,0.3155238407734149,0.3361813035073184,0.2839339961336647,0.3125690417011875,38,0.5374103177314656,4,0.5161290322580645,-2.108160729080368,-2.5850662800331494,-3.479618889809444,na,35.72
251,CP001275,Bacteria,Thermomicrobium_roseum_DSM_5159,2.003006,1918,0.6355723920868303,0.6065635499942069,0.6220600162206001,0.6364557988645579,0.7352011221392613,0.7189346541536322,0.6596280848105666,0.7327511296489398,32,0.6457417033186725,1,0.658360655737705,-7.695620437956202,-8.49885297184567,-8.789885297184567,67.5,56.76
252,CP004348,Bacteria,beta_proteobacterium_CB,2.04572,2112,0.4657130000236837,0.4155881734006734,0.4283328072390572,0.4670270412457912,0.4362093329859713,0.4449968434343434,0.4125631313131313,0.4360400883838384,28,0.5866050808314087,1,0.5508474576271186,-3.0705965909090933,-4.693797348484849,-5.315767045454544,na,28.44
253,CP002273,Bacteria,Eubacterium_limosum_KIST612,4.316707,4579,0.4858698759186233,0.3708536555773943,0.4013006236199073,0.4826927276697969,0.5509803258634521,0.4344289146101769,0.4297335662808473,0.5446786052267598,26,0.5718363463368221,5,0.531435349940688,-2.882769163572826,-4.086481764577431,-5.607861978597952,na,42.78
254,CP002623,Bacteria,Roseobacter_litoralis_Och_149,4.505211,4311,0.5774777382687901,0.5084667130596149,0.5436158148405886,0.5794672543106781,0.6580701044957182,0.5975411737415913,0.5850537384984149,0.6609448697131369,35,0.5981916817359856,1,0.5447658402203857,-4.677684991881228,-6.816283924843419,-7.512920436093707,na,28.32
255,BX908798,Bacteria,Candidatus_Protochlamydia_amoebophila_UWE25,2.414465,2030,0.360970218665411,0.3303503010399562,0.3231937602627258,0.3599206349206349,0.2681844316907646,0.3247947454844007,0.2624384236453202,0.2674055829228243,30,0.5532751091703056,3,0.5106217616580311,-2.547536945812806,-2.645320197044336,-3.1283743842364515,na,47.41
256,CP003198,Bacteria,Anaerobaculum_mobile_DSM_13181,2.1607,2010,0.4854632189350317,0.4215450525152017,0.4339690436705362,0.4881149806522941,0.5388572388618209,0.5054311774461028,0.471558872305141,0.5432835820895522,28,0.6301308073973838,2,0.5916193181818182,-4.128955223880598,-4.653283582089546,-5.618805970149243,na,63.64
257,CP008804,Bacteria,Moraxella_catarrhalis,1.941566,1711,0.4285854853169484,0.3761120852003377,0.3798298590817585,0.4315377621923501,0.3780749130824569,0.3893921683226183,0.3382037794661991,0.3754139879212936,29,0.577125328659071,4,0.5231431646932185,-2.6024547048509623,-3.831151373465801,-4.590005844535356,na,31.18
258,CP002859,Bacteria,Runella_slithyformis_DSM_19594,6.568739,5492,0.4769167130675498,0.3880290523589868,0.4063233389981387,0.4728898599983814,0.5291281869839913,0.4551772274823986,0.4431294003398883,0.519862223840738,35,0.560622914349277,2,0.522438044206296,-2.549308084486531,-3.906026948288412,-4.972013838310261,na,36.62
259,FP929054,Bacteria,Blautia_obeum_A2-162,3.757491,3155,0.432070397478533,0.3530110935023772,0.378473322768093,0.433166050360979,0.4111307692872402,0.3837031167459059,0.3715530903328051,0.4100105652403592,23,0.5817770232031693,1,0.5394973070017953,-2.68786053882726,-3.5010459587955647,-4.63448494453249,na,42.49
260,CP002361,Bacteria,Oceanithermus_profundus_DSM_14977,2.30394,2225,0.705333078431152,0.614207240948814,0.6595131086142322,0.7133208489388264,0.9301165052910946,0.8238202247191011,0.8154681647940075,0.9413857677902622,35,0.6495293265749457,4,0.6182105025918413,-6.84346067415729,-9.754651685393268,-10.814921348314575,na,58.91
261,CP003989,Bacteria,Thioalkalivibrio_nitratireducens_DSM_14787,4.00235,3774,0.6683744066225658,0.6087190131307778,0.6445342401224754,0.6693899782135077,0.8329733200479138,0.7755476064299593,0.7285373608903021,0.8303082494258965,35,0.6231830040998881,1,0.5633187772925764,-7.1520932697403214,-9.173582405935354,-9.751457339692614,na,39.75
262,CP006772,Bacteria,Bacteroidales_bacterium_CF,2.657245,2310,0.4210046847941618,0.3544853294853294,0.3433381433381433,0.4218133718133718,0.4242113167607668,0.4076479076479076,0.3544372294372294,0.4252164502164502,30,0.5572249226690235,4,0.5288818229994701,-2.790216450216447,-3.0684848484848506,-4.111471861471864,na,51.24
263,AP012027,Bacteria,Erysipelothrix_rhusiopathiae_str._Fujisawa,1.787941,1697,0.3673226288880324,0.2987297845871799,0.3234466051201466,0.3712433706540954,0.2764770375803114,0.2907582007464152,0.276370064820271,0.2795619721076409,23,0.5567928730512249,3,0.5042444821731749,-2.1007660577489684,-2.7248674130819155,-3.6077784325279993,na,35.22
264,CP002224,Bacteria,Ketogulonicigenium_vulgare_Y25,2.776084,2744,0.622381950806602,0.5541484450923226,0.5823412698412699,0.6268626498218335,0.7427657913021022,0.6803632167152576,0.6526056851311953,0.7494533527696793,43,0.6119181737325823,4,0.5470282746682055,-5.761260932944602,-8.03166909620991,-8.954045189504392,na,26.07
265,CP001721,Bacteria,Atopobium_parvulum_DSM_20469,1.543805,1352,0.4628727960966727,0.4124547994740302,0.4346646942800789,0.4651545036160421,0.4119826811961369,0.4117973372781065,0.4325690335305719,0.4092702169625246,34,0.5992495309568481,1,0.5806666666666667,-3.829955621301771,-5.013239644970415,-5.305843195266276,na,51.28
266,CP002048,Bacteria,Syntrophothermus_lipocalidus_DSM_12680,2.405559,2300,0.5157496479381464,0.4619202898550724,0.472475845410628,0.5144565217391305,0.5752378611803531,0.5493478260869565,0.5241666666666667,0.5722101449275362,28,0.614376130198915,2,0.6146788990825688,-4.658521739130429,-5.03613043478261,-5.995782608695647,55.0,68.6
267,CP003659,Bacteria,Anabaena_cylindrica_PCC_7122,6.395836,5302,0.3966026911928834,0.3645951213378599,0.3629343224778909,0.3961502996772706,0.302790930533471,0.3517383377341883,0.3026845215641896,0.2962246950836162,46,0.5673492933371791,4,0.5398119122257053,-2.505262165220677,-3.252810260279135,-3.7450584685024566,na,33.3
268,CP000976,Bacteria,Borrelia_duttonii_Ly,0.931674,820,0.2781289405230313,0.2529471544715447,0.2403116531165311,0.27920054200542,0.1722961905451586,0.264430894308943,0.1921747967479674,0.166869918699187,22,0.5505952380952381,2,0.45973678340397056,-1.9129268292682915,-1.879756097560977,-2.3013414634146327,na,50.72
269,CP010327,Bacteria,Myroides_sp._A21,4.155464,3650,0.3489518095701162,0.2907229832572298,0.2908143074581431,0.3520776255707762,0.2704811640335374,0.2910730593607306,0.2581963470319635,0.268310502283105,43,0.5553560742070617,5,0.49471553856532496,-1.914109589041102,-2.436684931506849,-3.3441095890410977,na,38.6
270,CP002930,Bacteria,Bdellovibrio_bacteriovorus_str._Tiberius,3.988594,3738,0.5037362477316383,0.4327477557814636,0.4549892990904227,0.5079513703109209,0.5675964135357091,0.5226056714820759,0.516541822721598,0.5758649901908329,29,0.5773601398601399,2,0.5258620689655172,-3.898742643124679,-4.949571963616915,-6.019154628143394,na,23.44
271,CP003788,Bacteria,Nocardiopsis_alba_ATCC_BAA-2165,5.848211,5508,0.701153588076187,0.6544268942144759,0.6708676268861454,0.7002642620834342,0.8938857552339636,0.8204429920116194,0.7852366255144033,0.8872397724521908,43,0.620918984280532,5,0.5867975767704199,-7.931427015250537,-9.603467683369663,-10.29724037763254,na,40.01
272,CP010848,Bacteria,Rathayibacter_toxicus,2.328288,1662,0.6191232557623332,0.5902861345099613,0.6013337344564781,0.6193675625083568,0.7043730145362388,0.697503008423586,0.6618030485359006,0.7051744885679904,37,0.6163434903047091,2,0.5643504531722054,-6.431167268351394,-7.822683513838748,-8.268291215403133,na,36.42
273,LK028559,Bacteria,Acholeplasma_oculi,1.58712,1471,0.3148924802991852,0.2753229095853161,0.284198202281139,0.3142797794395347,0.2040110550595391,0.267278495354634,0.2271697258101065,0.1974847042828008,15,0.5502958579881657,2,0.4916923076923077,-1.9216179469748464,-2.280421481985043,-2.9268524813052337,na,36.98
274,AP008955,Bacteria,Brevibacillus_brevis_NBRC_100599,6.296436,5947,0.4788318619790601,0.4224165312108813,0.4328092595706518,0.4803775946789231,0.508255129285541,0.4874026119612129,0.4581862003250939,0.506445827027633,23,0.6011969532100109,14,0.5505768028641246,-3.7962838405918986,-4.209097023709431,-5.158432823272245,na,42.89
275,CP001998,Bacteria,Coraliomargarita_akajimensis_DSM_45221,3.750771,3119,0.5392473161367805,0.4649193117452175,0.505272345124862,0.539471340529372,0.6091469371144734,0.5477717217056749,0.5780164582665385,0.6099711445976275,39,0.5758463541666666,2,0.5382619974059663,-3.272843860211601,-5.701859570375137,-6.374895799935889,na,25.89
276,CP003360,Bacteria,Desulfomonile_tiedjei_DSM_6799,6.500104,5433,0.5065995949109278,0.4433656461541608,0.4720841769433707,0.5074748962104014,0.5466826854837075,0.5166574636480765,0.4973157862445548,0.548239155776428,41,0.6111965549061827,1,0.558803061934586,-4.141155899134926,-5.121774341984187,-5.733167678998704,na,47.53
277,CP002422,Bacteria,Neisseria_meningitidis_M01-240355,2.287777,1983,0.5322949981598132,0.4546842606600549,0.4665770157449431,0.5256905922564017,0.6170929299912409,0.5650529500756429,0.5067658429988233,0.6015296688519078,34,0.5939028980052691,4,0.5450669914738124,-3.467372667675233,-5.265052950075651,-5.996974281391822,na,30.23
278,AP012334,Bacteria,Scardovia_inopinata_JCM_12537,1.797862,1445,0.4939992028179812,0.4400038446751249,0.45840061514802,0.4921953094963475,0.4935472120561384,0.4675893886966551,0.468800461361015,0.4930795847750865,37,0.5907973305233579,2,0.5756791720569211,-3.8723183391003433,-5.063806228373706,-5.486574394463672,na,48.01
279,CP004372,Bacteria,Roseibacterium_elongatum_DSM_19469,3.555109,3448,0.6598943916555464,0.6021687290538799,0.6372293116782676,0.6631219386439804,0.827137606697453,0.7736127223511214,0.738930781129157,0.8287171307037896,39,0.6084602368866329,2,0.5586630286493861,-6.546664733178655,-9.137093967517426,-9.598607888631095,na,30.1
